"filename", "language", "JSON with Comments", "JavaScript", "JSON", "Markdown", "HTML", "JavaScript JSX", "XML", "CSS", "comment", "blank", "total"
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\free plan\diets\useGetFreeDietPlans.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 1, 5, 45
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\Gallery.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\qualifications\QualificationAndAchievement.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 4, 7, 77
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\qualifications\QualificationAndAchievementPhoto.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 41
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\qualifications\useAddQualification.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\qualifications\useDeleteQualification.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\qualifications\useGetQualification.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\AddTransformation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 116, 0, 0, 4, 5, 125
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\TransformationCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 1, 9, 78
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\Transformations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 0, 4, 54
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\useCreateTransformation.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\useDeleteTransformation.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\useGetTransformations.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\gallery\transformations\useUpdateTransformation.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\ClientReview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\RatingBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\TrainerClientsReviews.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\TrainerOverallRating.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\TrainerReviews.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 2, 31
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\portfolio\reviews\useGetAllReviews.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\TrainerTrainees.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\specificSubscribedTrainee\TrainerSubscribedTraineeInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 115, 0, 0, 0, 8, 123
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\specificSubscribedTrainee\useCreateRequestAssessment.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\specificSubscribedTrainee\useGetSpecificSubscribedTrainee.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 2, 2, 25
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesAssessmentsTable\SubscribedTraineesAssessments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesAssessmentsTable\useGetSubscribedTraineesAssessment.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 1, 6, 54
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesTable\SubscribedTrainees.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 3, 40
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesTable\SubscribedTraineesTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 1, 4, 45
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesTable\SubscribedTraineesTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 6, 100
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\subscribedTraineesTable\useGetSubscribedTrainees.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 1, 6, 49
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\CreateTraineeDietPlan.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 3, 26
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\TraineeDietPlans.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\TraineeDietPlansTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 2, 3, 38
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\TraineeDietPlansTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 11, 5, 56
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\useCreateCustomizedPlan.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\useGetSpecificTraineeCustomizedPlanInfo.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 2, 2, 25
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeDietPlans\useGetTraineeAllCustomizePlans.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 1, 6, 46
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\TraineeProgress.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 1, 3, 40
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\traineeProgressPhotos\TraineeProgressPhotos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\traineeProgressPhotos\TraineeProgressPhotosCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\traineeProgressPhotos\useGetTraineeProgressPhotos.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressMeasurements\ProgressAreaChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 5, 93
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressMeasurements\TrainerProgressMeasurements.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 3, 40
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressMeasurements\useGetProgressMeasurements.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\ProgressBarChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 0, 7, 96
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\ProgressBarPerformance.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\ProgressBiBarChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 87, 0, 0, 0, 7, 94
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\TrainerProgressPerformance.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\TrainerProgressPerformanceCards.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 41
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceChallenges.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceDietCommitment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 21
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceHeartRate.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceSleepTrack.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceSteps.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 1, 5, 56
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceWaterNeeds.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 1, 5, 55
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\PerformanceWorkoutCommitment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\useUpdateStepsGoal.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\performancesDataCards\useUpdateWaterNeedTarget.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\useGetProgressCommitments.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 2, 1, 24
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeProgress\trainerProgressPerformance\useGetProgressPerformances.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 2, 3, 27
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeSubcriptions\TraineeSubscriptions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeSubcriptions\TraineeSubscriptionsTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeSubcriptions\TraineeSubscriptionsTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\Trainer\trainees\traineeSubcriptions\useGetTraineeSubscriptions.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 1, 5, 45
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\BackgroundCoverAuth.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\UpdatePasswordForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 59, 0, 0, 0, 8, 67
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\login\LoginForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 4, 9, 102
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\login\LoginLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 2, 2, 35
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\login\useLogin.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 2, 35
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\signup\Trainer\SignUpTrainer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 3, 34
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\signup\Trainer\SignUpTrainerForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 164, 0, 0, 2, 4, 170
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\signup\Trainer\useSignUp.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\authentication\useUser.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardAreaChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 92, 0, 0, 0, 6, 98
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardBarChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 113, 0, 0, 0, 7, 120
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardDountChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 105, 0, 0, 0, 5, 110
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardFilter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 6, 8, 44
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardInfoCardLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 3, 39
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\DashboardPieChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 117, 0, 0, 0, 8, 125
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\Stat.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\Stats.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\admin\DashboardAdminLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 59, 8, 176
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\admin\useGetAdminDashboardData.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\admin\useGetAdminDashboardPerformanceMetrics.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\DashboardTrainerLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 100, 0, 0, 53, 8, 161
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\assessmentChart\AssessmentsChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 4, 3, 18
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\assessmentChart\AssessmentsOverviewTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 16, 3, 56
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\assessmentChart\AssessmentsOverviewTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 49, 5, 109
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\assessmentChart\useGetDashboardTraineesAssessments.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\useGetTrainerDashboardData.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\dashboard\trainer\useGetTrainerDashboardPerformanceMetrics.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\admin\AdminFinancial.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 3, 42
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\admin\AdminFinancialTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 4, 46
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\admin\AdminFinancialTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 3, 27
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\admin\useGetAdminFinancials.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 1, 6, 49
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\trainer\TrainerTranscations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 3, 39
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\trainer\TrainerTranscationsTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\trainer\TrainerTranscationsTableRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 31
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\financial\trainer\useGetTrainerTranscations.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 1, 5, 48
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Admin\NutritionAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 6, 3, 47
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Admin\ProFitFoods\NutritionAppFood.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 1, 4, 47
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Admin\ProFitFoods\useGetAppFoods.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 1, 6, 47
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Admin\ProFitMealTemplate\NutritionAppMeals.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 48, 0, 0, 2, 4, 54
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\NutritionOperations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 3, 42
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\NutritionTrainer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 5, 60
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\CreateDiet.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 1, 4, 57
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietAssessmentSettings.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietAssessmentSettingsForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 120, 0, 0, 0, 6, 126
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 11, 3, 69
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietMacros.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 0, 5, 62
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietMacrosCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietMeal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 1, 7, 86
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietMeals.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 1, 3, 34
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietOperations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 179, 0, 0, 3, 9, 191
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietPlanTemplate.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietSettingsForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 274, 0, 0, 32, 10, 316
"c:\courses\Graduation Project\ProFit Admin\profit-admin\src\features\common\nutrition\Trainer\trainerDiets\DietTableRowMacros.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 3, 44
